"CHR","GENE","P","ORIG_SNP","NOHOM_SNP","X1","X2","X3","X4"
5,"PCSK1",0.741511070023877,19,11,1,17,499,6397
9,"HRCT1",0.741511070023877,12,10,1,17,499,6397
19,"UBXN6",0.742236483297898,16,11,1,17,500,6396
14,"SERPINA6",0.742813134980486,15,10,3,15,1408,5488
7,"SDK1",0.742959973598949,72,40,1,17,501,6395
5,"PLEKHG4B",0.743293488360623,42,32,3,15,1409,5487
19,"XRCC1",0.743467606627119,20,13,2,16,972,5924
22,"PNPLA5",0.743467606627119,19,15,2,16,972,5924
5,"GCNT4",0.743681545725465,9,6,1,17,502,6394
9,"C9orf114",0.743681545725465,10,6,1,17,502,6394
13,"BRCA2",0.743681545725465,96,61,1,17,502,6394
14,"RTL1",0.743681545725465,16,16,1,17,502,6394
7,"ZDHHC4",0.744401204464654,11,6,1,17,503,6393
17,"SEZ6",0.744401204464654,20,15,1,17,503,6393
14,"NIN",0.744564256252347,61,32,2,16,974,5922
20,"SPTLC3",0.745118954592522,9,4,1,17,504,6392
21,"KRTAP10-5",0.745118954592522,1,1,1,17,504,6392
19,"NWD1",0.745436144969118,64,38,6,12,2639,4257
18,"DSG1",0.745713602960324,44,36,4,14,1834,5062
2,"MROH2A",0.746162380726536,2,2,3,15,1415,5481
2,"KCNS3",0.746202363733466,18,8,2,16,977,5919
14,"TTLL5",0.746202363733466,46,26,2,16,977,5919
7,"PAPOLB",0.746746571216879,14,8,2,16,978,5918
11,"CD248",0.747113641709136,16,9,3,15,1417,5479
14,"MLH3",0.747113641709136,44,29,3,15,1417,5479
6,"WDR27",0.747260800900737,44,28,1,17,507,6389
6,"AIM1",0.747289865721513,58,30,2,16,979,5917
17,"TP53",0.747970964120185,10,4,1,17,508,6388
10,"PTCHD3",0.748342855891414,28,18,4,14,1840,5056
10,"KIF20B",0.748373718675972,58,35,2,16,981,5915
19,"NLRP4",0.748535814812298,33,21,3,15,1420,5476
17,"GSDMA",0.748787845402783,12,6,5,13,2249,4647
8,"NAT2",0.749215302022896,21,8,4,14,1842,5054
8,"CA3",0.749992668843882,6,3,2,16,984,5912
15,"BUB1B",0.750090163213861,26,12,1,17,511,6385
17,"FAM20A",0.750423243426091,18,11,3,15,1424,5472
17,"KRT36",0.750893529660291,16,12,3,15,1425,5471
10,"R3HCC1L",0.751067424629615,34,19,2,16,986,5910
7,"ACHE",0.751363187807062,11,8,3,15,1426,5470
7,"GAL3ST4",0.751363187807062,21,12,3,15,1426,5470
19,"WDR62",0.75160344142961,24,12,2,16,987,5909
11,"NAV2",0.752138551820151,63,37,2,16,988,5908
19,"MUC16",0.752512787727669,397,271,13,5,5244,1652
4,"DDX60L",0.752673972441102,49,31,6,12,2657,4239
7,"CDHR3",0.754278175469498,33,23,1,17,517,6379
19,"KIR2DL4",0.754800533700735,3,1,2,16,993,5903
4,"ODAM",0.754969700304012,7,3,1,17,518,6378
20,"FERMT1",0.755330221310161,20,13,2,16,994,5902
19,"VN1R1",0.755659386839513,9,2,1,17,519,6377
4,"WDR17",0.755859007757734,40,29,2,16,995,5901
11,"OR51B4",0.756123322066129,26,12,4,14,1858,5038
7,"CALD1",0.757411656315338,22,14,3,15,1439,5457
12,"KRT75",0.757411656315338,27,17,3,15,1439,5457
10,"KIAA1217",0.757439967732568,52,31,2,16,998,5898
3,"ITIH4",0.757717462598597,23,17,1,17,522,6374
3,"TOPAZ1",0.757830440287186,16,13,4,14,1862,5034
17,"KRT35",0.758332792718934,18,9,3,15,1441,5455
3,"RETNLB",0.758399841830834,6,4,1,17,523,6373
19,"USP29",0.758489449219611,28,15,2,16,1000,5896
15,"PLA2G4D",0.759012844719409,36,28,2,16,1001,5895
6,"ZKSCAN3",0.759080405656663,8,5,1,17,524,6372
9,"TLN1",0.76043610526374,18,5,1,17,526,6370
1,"TOR1AIP1",0.760577659525389,15,8,2,16,1004,5892
6,"ZBTB22",0.760624690297181,9,6,3,15,1446,5450
2,"GLI2",0.761111250105646,24,14,1,17,527,6369
10,"FAM208B",0.761111250105646,69,48,1,17,527,6369
19,"CYP4F2",0.761111250105646,7,4,1,17,527,6369
20,"SEL1L2",0.761784597662504,13,6,1,17,528,6368
8,"TRMT12",0.761992332117279,8,4,3,15,1449,5447
4,"GRK4",0.762904039830333,22,13,4,14,1874,5022
6,"COL9A1",0.762904039830333,29,13,4,14,1874,5022
1,"KDM4A",0.763125918925571,17,7,1,17,530,6366
3,"SPATA16",0.763125918925571,23,12,1,17,530,6366
3,"PTPN23",0.763167825330172,31,20,2,16,1009,5887
16,"PTX4",0.763167825330172,29,17,2,16,1009,5887
22,"CELSR1",0.764460104956238,73,55,1,17,532,6364
22,"WBP2NL",0.764639451223906,11,6,5,13,2288,4608
2,"SPAG16",0.764710772291679,15,9,3,15,1455,5441
15,"RYR3",0.765124533433089,91,53,1,17,533,6363
22,"CRYBB3",0.765223941624456,13,7,2,16,1013,5883
6,"OPRM1",0.765787191489234,28,20,1,17,534,6362
12,"HELB",0.765830554423088,40,21,4,14,1881,5015
2,"COL4A3",0.76601065430654,42,31,6,12,2691,4205
3,"RTP1",0.766061581475809,9,5,3,15,1458,5438
10,"TACC2",0.766061581475809,151,68,3,15,1458,5438
6,"COL10A1",0.766246678457205,25,12,2,16,1015,5881
5,"FYB",0.766448083565295,20,12,1,17,535,6361
11,"ARAP1",0.766448083565295,26,19,1,17,535,6361
19,"MED16",0.766448083565295,12,7,1,17,535,6361
16,"RFWD3",0.767077312332367,15,10,4,14,1884,5012
1,"GON4L",0.767107214091451,20,12,1,17,536,6360
1,"RAP1GAP",0.767406790884621,20,12,3,15,1461,5435
2,"BIRC6",0.767774150092508,43,28,2,16,1018,5878
11,"OR5AK2",0.767774150092508,10,6,2,16,1018,5878
12,"DUSP6",0.767853950628129,8,6,3,15,1462,5434
6,"SSR1",0.768420208162685,3,3,1,17,538,6358
4,"ADAMTS3",0.768788051520352,33,23,2,16,1020,5876
7,"IQUB",0.769074080516108,21,13,1,17,539,6357
19,"LILRB1",0.769074080516108,15,9,1,17,539,6357
12,"KRT83",0.769145293303129,10,8,4,14,1889,5007
12,"STAB2",0.769726208936363,93,52,1,17,540,6356
5,"MROH2B",0.769779464000953,60,39,5,13,2301,4595
16,"HSD3B7",0.769798430124254,10,8,2,16,1022,5874
17,"MYO15A",0.769969004050298,65,45,4,14,1891,5005
2,"KDM3A",0.770376597801756,17,12,1,17,541,6355
12,"CHPT1",0.770376597801756,6,4,1,17,541,6355
11,"FAT3",0.770523868941283,83,52,3,15,1468,5428
1,"SPRR3",0.770966684082556,7,4,3,15,1469,5427
17,"ZACN",0.77180864499534,25,13,2,16,1026,5870
14,"SYNE2",0.771850455380479,186,122,3,15,1471,5425
1,"ATP13A2",0.772291412009394,24,14,3,15,1472,5424
1,"LEPR",0.772731749609637,18,12,3,15,1473,5423
2,"NEUROD1",0.773307107496525,7,4,2,16,1029,5867
10,"PDCD11",0.774797710266945,50,40,2,16,1032,5864
22,"MKL1",0.774797710266945,19,13,2,16,1032,5864
1,"NID1",0.774924160678227,41,28,3,15,1478,5418
6,"MB21D1",0.775292835136002,11,7,2,16,1033,5863
11,"OR52H1",0.775292835136002,23,15,2,16,1033,5863
7,"LMTK2",0.775796800481413,31,19,3,15,1480,5416
12,"TMEM120B",0.775796800481413,8,4,3,15,1480,5416
10,"SEMA4G",0.77623219468268,28,17,3,15,1481,5415
3,"IGSF10",0.776785766824798,100,53,1,17,551,6345
4,"CENPE",0.776785766824798,39,25,1,17,551,6345
4,"CORIN",0.776785766824798,35,19,1,17,551,6345
11,"UBQLNL",0.777417306623156,25,17,1,17,552,6344
18,"DSEL",0.777967606143473,31,18,3,15,1485,5411
11,"OR56A4",0.778047158608816,9,5,1,17,553,6343
18,"SERPINB10",0.778047158608816,21,14,1,17,553,6343
22,"APOBEC3H",0.778831616319706,12,6,3,15,1487,5409
10,"PLEKHA1",0.779222585976732,20,7,2,16,1041,5855
14,"TTC5",0.779301816116305,13,7,1,17,555,6341
4,"TXK",0.779709911493207,11,9,2,16,1042,5854
4,"DCHS2",0.779955658275292,114,70,8,10,3502,3394
1,"EFNA1",0.780123018113361,5,3,3,15,1490,5406
7,"CPVL",0.780496336794794,19,14,4,14,1917,4979
13,"ATP11A",0.780549773195763,27,13,1,17,557,6339
15,"ALDH1A2",0.78055225619875,11,8,3,15,1491,5405
3,"TBC1D5",0.780681976318527,18,13,2,16,1044,5852
19,"ANKRD24",0.780681976318527,13,9,2,16,1044,5852
10,"SVIL",0.781171249608991,47,36,1,17,558,6338
22,"GAB4",0.781650598570633,18,14,2,16,1046,5850
6,"TRIM31",0.781791063536141,20,18,1,17,559,6337
12,"LRRC23",0.781791063536141,11,7,1,17,559,6337
16,"OR2C1",0.781791063536141,19,14,1,17,559,6337
6,"GABRR2",0.782409219163517,21,12,1,17,560,6336
10,"SLC16A9",0.782409219163517,7,4,1,17,560,6336
19,"EBI3",0.782409219163517,5,2,1,17,560,6336
11,"USH1C",0.782689240148731,33,19,3,15,1496,5400
4,"CYP4V2",0.782880626757353,21,13,5,13,2335,4561
3,"LTF",0.783114797597921,27,18,3,15,1497,5399
17,"DNAH9",0.783114797597921,132,80,3,15,1497,5399
1,"PHACTR4",0.784253777961914,19,11,1,17,563,6333
17,"GFAP",0.784253777961914,11,9,1,17,563,6333
4,"LIMCH1",0.784387796368562,27,16,3,15,1500,5396
9,"LOC100505478",0.784765455806388,3,3,5,13,2340,4556
11,"XRRA1",0.784865342055881,28,14,1,17,564,6332
20,"RRBP1",0.784865342055881,35,27,1,17,564,6332
16,"CDH11",0.78501376556335,13,8,2,16,1053,5843
1,"EVI5",0.785475268633766,20,9,1,17,565,6331
2,"AGAP1",0.785655290838235,20,13,3,15,1503,5393
20,"PXMP4",0.787336734914279,9,3,3,15,1507,5389
1,"IL6R",0.78739042437699,10,6,2,16,1058,5838
11,"TMEM132A",0.788173798661932,16,13,3,15,1509,5387
17,"CARD14",0.788502914099375,32,20,5,13,2350,4546
15,"GDPGP1",0.78880623072328,14,10,2,16,1061,5835
5,"C5orf45",0.789424828250811,13,6,3,15,1512,5384
6,"PKHD1",0.789547699091637,141,86,6,12,2754,4142
10,"NHLRC2",0.789699249697654,16,11,1,17,572,6324
2,"PLEK",0.789745870884882,12,9,2,16,1063,5833
13,"SPACA7",0.789745870884882,11,9,2,16,1063,5833
20,"CSTL1",0.790255807549729,9,6,3,15,1514,5382
6,"PLG",0.790296223913936,26,17,1,17,573,6323
11,"OR52N4",0.790296223913936,19,15,1,17,573,6323
17,"NLE1",0.790296223913936,11,6,1,17,573,6323
3,"ITIH1",0.790682134705351,28,16,2,16,1065,5831
9,"SURF2",0.790682134705351,14,8,2,16,1065,5831
10,"SCD",0.790682134705351,1,1,2,16,1065,5831
11,"MS4A12",0.791497722101791,8,3,3,15,1517,5379
7,"FAM20C",0.791910480376895,7,5,3,15,1518,5378
1,"SPAG17",0.792322632561998,67,35,3,15,1519,5377
19,"COL5A3",0.792322632561998,46,28,3,15,1519,5377
4,"BOD1L1",0.792668153939279,73,41,1,17,577,6319
6,"IP6K3",0.792734178978172,19,13,3,15,1520,5376
11,"USP47",0.793257164865589,13,6,1,17,578,6318
19,"ZNF584",0.793257164865589,8,3,1,17,578,6318
7,"CREB3L2",0.7934707391733,11,6,2,16,1071,5825
12,"ART4",0.7934707391733,18,10,2,16,1071,5825
19,"PIH1D1",0.7934707391733,6,6,2,16,1071,5825
18,"MRO",0.794374313430526,12,5,3,15,1524,5372
13,"ERICH6B",0.79451946099269,18,11,4,14,1953,4943
1,"TOR3A",0.795597442316867,11,6,1,17,582,6314
13,"SACS",0.795597442316867,91,51,1,17,582,6314
15,"LINS",0.79559806966369,26,19,3,15,1527,5369
3,"KIF9",0.795771551738491,30,17,2,16,1076,5820
3,"RNF168",0.795771551738491,21,14,2,16,1076,5820
5,"TBC1D9B",0.796004781676474,32,23,3,15,1528,5368
10,"FRA10AC1",0.796410890880759,11,6,3,15,1529,5367
17,"CNTROB",0.796410890880759,24,19,3,15,1529,5367
6,"ZSCAN12",0.796758176956747,8,6,1,17,584,6312
5,"ZNF608",0.796816397613232,21,11,3,15,1530,5366
3,"DHX36",0.797142042536055,11,3,2,16,1079,5817
8,"TNFRSF10D",0.797142042536055,23,10,2,16,1079,5817
8,"C8orf44",0.797336207106025,4,4,1,17,585,6311
11,"MS4A4A",0.797336207106025,7,7,1,17,585,6311
11,"OR52B6",0.797925293269343,12,8,4,14,1962,4934
6,"OR14J1",0.7980293063695,8,5,3,15,1533,5363
12,"GOLGA3",0.798051552815453,47,29,2,16,1081,5815
14,"JAG2",0.798432406612024,18,13,3,15,1534,5362
16,"MEFV",0.798432406612024,37,20,3,15,1534,5362
16,"TNP2",0.798432406612024,10,7,3,15,1534,5362
1,"TMEM79",0.798487612744673,16,8,1,17,587,6309
17,"GAS2L2",0.798487612744673,33,19,1,17,587,6309
16,"ZP2",0.799060996078628,12,5,1,17,588,6308
12,"SLC15A5",0.799638104130456,11,9,3,15,1537,5359
7,"PCLO",0.799800215290309,100,59,4,14,1967,4929
11,"DGKZ",0.800203143317543,10,6,1,17,590,6306
16,"NOD2",0.800203143317543,35,25,1,17,590,6306
20,"BPIFB1",0.800203143317543,25,20,1,17,590,6306
22,"ARSA",0.800438903277906,10,7,3,15,1539,5357
17,"EFCAB13",0.800760242365768,26,13,2,16,1087,5809
20,"BPIFB4",0.801237306338784,32,17,3,15,1541,5355
4,"BANK1",0.801656549439931,19,11,2,16,1089,5807
5,"ADAMTS12",0.801656549439931,38,20,2,16,1089,5807
21,"MX1",0.801656549439931,20,7,2,16,1089,5807
2,"SULT1C3",0.802469068930187,17,11,1,17,594,6302
7,"GSAP",0.802469068930187,22,11,1,17,594,6302
11,"BRMS1",0.802469068930187,6,3,1,17,594,6302
9,"OR13F1",0.802549573998009,17,12,2,16,1091,5805
1,"SLC1A7",0.803031746056197,18,11,1,17,595,6301
1,"ZBTB40",0.803592909172846,18,11,1,17,596,6300
8,"SLC30A8",0.803592909172846,18,7,1,17,596,6300
17,"SLFN12",0.803882972199216,14,7,2,16,1094,5802
4,"LRBA",0.805267352768666,67,39,1,17,599,6297
9,"SEC16A",0.805267352768666,61,40,1,17,599,6297
7,"OR2AE1",0.805977567034031,16,11,3,15,1553,5343
10,"ENTPD7",0.806376148513787,10,6,1,17,601,6295
1,"CASQ2",0.806928307786086,13,9,1,17,602,6294
16,"C16orf71",0.806965716871386,25,16,2,16,1101,5795
9,"C9orf156",0.80714924355968,13,6,3,15,1556,5340
7,"KIAA1549",0.807402863371384,54,34,2,16,1102,5794
19,"DOCK6",0.807478979701765,44,27,1,17,603,6293
15,"ZNF280D",0.807839201259193,15,13,2,16,1103,5793
6,"PGBD1",0.808028168032251,29,18,1,17,604,6292
4,"MTTP",0.808274731466162,20,15,2,16,1104,5792
6,"SYNE1",0.808491462015789,227,135,6,12,2808,4088
13,"SUPT20H",0.809143372567679,11,5,2,16,1106,5790
3,"SLC12A8",0.80947660059451,22,12,3,15,1562,5334
1,"TEX35",0.809576485329593,15,12,2,16,1107,5789
8,"TNFRSF10B",0.809576485329593,16,6,2,16,1107,5789
3,"ARGFX",0.809666869092443,8,5,1,17,607,6289
6,"SMLR1",0.809666869092443,1,1,1,17,607,6289
2,"C2orf83",0.810008794145377,4,4,2,16,1108,5788
14,"PAPLN",0.810433406269229,44,31,4,14,1996,4900
16,"DNAAF1",0.810632301649349,39,23,3,15,1565,5331
2,"ABCB11",0.810871003683265,45,24,2,16,1110,5786
18,"SERPINB11",0.810871003683265,9,7,2,16,1110,5786
8,"ADHFE1",0.811016356053431,14,6,3,15,1566,5330
7,"PLXNA4",0.811730008679593,42,35,2,16,1112,5784
22,"SCO2",0.811730008679593,7,4,2,16,1112,5784
4,"QRFPR",0.811831260882128,26,11,1,17,611,6285
3,"SPINK8",0.812368715230608,4,2,1,17,612,6284
1,"SMPDL3B",0.812904719535615,15,9,1,17,613,6283
14,"CEP128",0.813012524095258,47,21,2,16,1115,5781
19,"ICAM5",0.813012524095258,9,2,2,16,1115,5781
4,"SYNPO2",0.81397239273704,33,22,1,17,615,6281
19,"NLRP13",0.814287871608577,33,16,2,16,1118,5778
20,"CST9",0.814287871608577,10,4,2,16,1118,5778
12,"PZP",0.81448656741887,39,20,5,13,2423,4473
2,"KCNE4",0.815034309842486,2,2,1,17,617,6279
12,"PDE3A",0.816090500068344,17,7,1,17,619,6277
12,"VSIG10",0.816090500068344,19,11,1,17,619,6277
17,"GLP2R",0.816090500068344,19,12,1,17,619,6277
16,"ERI2",0.816397591351477,12,8,2,16,1123,5773
11,"MRGPRX4",0.817140992491936,11,6,1,17,621,6275
19,"OR7A17",0.817140992491936,7,7,1,17,621,6275
19,"ZNF446",0.817140992491936,14,11,1,17,621,6275
15,"SPESP1",0.817653949185744,7,3,2,16,1126,5770
17,"ZZEF1",0.818071161822536,61,35,2,16,1127,5769
5,"ERAP1",0.818201932307651,35,20,3,15,1585,5311
12,"FAM71C",0.818706111014143,11,8,1,17,624,6272
1,"SZT2",0.820145468014994,60,40,2,16,1132,5764
8,"TMEM67",0.820145468014994,27,16,2,16,1132,5764
20,"PAK7",0.820258571649231,14,9,1,17,627,6269
7,"TMEM140",0.820427327474204,9,6,3,15,1591,5305
3,"PP2D1",0.821380680466316,1,1,2,16,1135,5761
7,"COG5",0.821532204842389,28,17,3,15,1594,5302
4,"UNC5C",0.821798470791879,24,16,1,17,630,6266
8,"SLC39A14",0.821899341553405,4,4,3,15,1595,5301
8,"DSCC1",0.82230899562488,12,3,1,17,631,6265
18,"CEP192",0.822531557192942,70,43,5,13,2447,4449
16,"IL34",0.822997290394891,5,5,3,15,1598,5298
18,"SKA1",0.823830140486295,6,3,2,16,1141,5755
2,"NCAPH",0.823832294868831,14,8,1,17,634,6262
4,"EVC",0.824090056273882,46,30,3,15,1601,5295
3,"ATP13A4",0.824235677334267,29,20,2,16,1142,5754
19,"EMR3",0.824235677334267,23,13,2,16,1142,5754
2,"ITPRIPL1",0.824337314568204,18,10,1,17,635,6261
6,"EYA4",0.824337314568204,10,5,1,17,635,6261
12,"TAS2R19",0.824815693168181,21,7,3,15,1603,5293
3,"ZNF589",0.824840966740515,13,5,1,17,636,6260
17,"BZRAP1",0.824840966740515,43,29,1,17,636,6260
21,"TTC3",0.825539035147312,29,18,3,15,1605,5291
4,"CENPU",0.825844182438866,16,7,1,17,638,6258
12,"KRT1",0.825844182438866,10,5,1,17,638,6258
16,"ZNF598",0.82626008569228,10,5,3,15,1607,5289
1,"LHX4",0.82661975276951,8,3,3,15,1608,5288
5,"IQGAP2",0.82661975276951,42,23,3,15,1608,5288
19,"MAP1S",0.826841969750505,16,11,1,17,640,6256
19,"OR1I1",0.826841969750505,16,13,1,17,640,6256
12,"KLRB1",0.827052908917034,6,3,2,16,1149,5747
1,"ERO1LB",0.827850941934677,14,7,2,16,1151,5745
9,"C9orf117",0.82864592674898,19,12,2,16,1153,5743
15,"TTBK2",0.829803037244298,22,11,1,17,646,6250
18,"MOCOS",0.829803037244298,36,21,1,17,646,6250
6,"ZNF292",0.829831089942836,50,30,3,15,1617,5279
11,"INS-IGF2",0.829831089942836,5,2,3,15,1617,5279
12,"PIK3C2G",0.829831089942836,46,27,3,15,1617,5279
6,"GMPR",0.830226782696464,11,7,2,16,1157,5739
7,"AMZ1",0.830291874858724,17,15,1,17,647,6249
6,"LOC554223",0.83077938623002,2,2,1,17,648,6248
20,"FAM65C",0.83077938623002,36,23,1,17,648,6248
19,"CC2D1A",0.831265574745241,32,16,1,17,649,6247
1,"CCDC27",0.831404480671949,36,23,2,16,1160,5736
12,"NCAPD2",0.831404480671949,35,21,2,16,1160,5736
9,"CER1",0.832233996715135,8,4,1,17,651,6245
14,"APEX1",0.832296997512552,15,8,3,15,1624,5272
2,"ALS2CR11",0.832575398591143,33,16,2,16,1163,5733
11,"PDHX",0.833197167702945,19,10,1,17,653,6243
20,"STK4",0.833676792460349,11,6,1,17,654,6242
15,"PGPEP1L",0.834041419595159,12,8,3,15,1629,5267
13,"FREM2",0.834126121022816,86,51,2,16,1167,5729
10,"MALRD1",0.834141452722504,3,3,5,13,2483,4413
4,"PABPC4L",0.834155114514305,7,4,1,17,655,6241
11,"MMP3",0.834388615903124,7,5,3,15,1630,5266
4,"FAM114A1",0.835582297722162,25,14,1,17,658,6238
20,"DZANK1",0.835582297722162,19,12,1,17,658,6238
21,"KRTAP7-1",0.836460015745653,2,2,3,15,1636,5260
22,"SEC14L2",0.836997876024553,8,4,1,17,661,6235
19,"PLIN3",0.837467171966901,15,8,1,17,662,6234
19,"PRTN3",0.837571668770264,4,4,2,16,1176,5720
13,"SPERT",0.8384019382766,7,7,1,17,664,6232
22,"PLXNB2",0.838624074619221,37,29,4,14,2079,4817
19,"NLRP5",0.838867415170667,55,34,1,17,665,6231
19,"ZNF333",0.839331625562301,28,10,1,17,666,6230
3,"SLC25A26",0.839529425495597,4,4,3,15,1645,5251
3,"MST1R",0.840205403795442,32,27,3,15,1647,5249
10,"C10orf62",0.840256259805693,11,7,1,17,668,6228
14,"IFT43",0.840716690121706,11,8,1,17,669,6227
7,"ELN",0.840957456954251,20,13,2,16,1185,5711
1,"C1orf85",0.841175866863828,13,9,1,17,670,6226
19,"ZNF835",0.841175866863828,3,1,1,17,670,6226
22,"BPIFC",0.841550720437864,24,15,3,15,1651,5245
9,"C9orf50",0.84207289612127,12,10,2,16,1188,5708
1,"CHIT1",0.842090472469669,22,12,1,17,672,6224
15,"C15orf32",0.842090472469669,6,4,1,17,672,6224
3,"SETD2",0.842443255772631,35,18,2,16,1189,5707
18,"SERPINB8",0.842443255772631,17,10,2,16,1189,5707
12,"IKBIP",0.84254590773574,19,9,1,17,673,6223
17,"C17orf53",0.84254590773574,24,17,1,17,673,6223
1,"SCYL3",0.843549988212587,17,11,2,16,1192,5704
1,"SASS6",0.843917453450738,8,5,2,16,1193,5703
17,"CCDC57",0.843917453450738,26,10,2,16,1193,5703
12,"KANSL2",0.844650221439289,5,3,2,16,1195,5701
4,"ADH4",0.845252574281408,12,8,1,17,679,6217
9,"NOXA1",0.845252574281408,4,4,1,17,679,6217
11,"POU2F3",0.845380112640763,14,8,2,16,1197,5699
5,"ZNF454",0.845699390717554,9,4,1,17,680,6216
11,"ACAT1",0.846589370752267,9,4,1,17,682,6214
7,"TMEM176B",0.846702033230607,14,11,5,13,2524,4372
11,"UCP2",0.84683129603648,6,4,2,16,1201,5695
17,"EME1",0.84703254060084,26,17,1,17,683,6213
2,"OTOF",0.84719230614285,68,43,2,16,1202,5694
5,"DMGDH",0.848145508085357,29,15,3,15,1671,5225
3,"NEK4",0.848629233010496,22,8,2,16,1206,5690
5,"HMMR",0.848793158102764,26,17,1,17,687,6209
6,"SKIV2L",0.848793158102764,63,28,1,17,687,6209
2,"GPR113",0.849666273022464,40,25,1,17,689,6207
12,"TMBIM4",0.849699486384884,7,5,2,16,1209,5687
1,"STPG1",0.850409459644614,14,9,2,16,1211,5685
19,"CLEC4M",0.851828275360796,10,6,1,17,694,6202
1,"FNDC7",0.851998073468774,29,20,3,15,1683,5213
1,"HHIPL2",0.852257137081893,23,15,1,17,695,6201
11,"CASP5",0.852576576545788,19,11,5,13,2544,4352
6,"ROS1",0.853111346020285,76,44,1,17,697,6199
13,"CLYBL",0.853536699265401,13,6,1,17,698,6198
4,"GPRIN3",0.853580481213604,39,26,3,15,1688,5208
18,"SLC14A2",0.85389536047272,39,23,3,15,1689,5207
6,"L3MBTL3",0.853960889034222,16,11,1,17,699,6197
2,"WDSUB1",0.855300919031244,16,10,2,16,1225,5671
19,"ZNF708",0.855461773299365,5,2,3,15,1694,5202
12,"KLRF2",0.856064490332538,2,2,1,17,704,6192
15,"LRRK1",0.856064490332538,50,31,1,17,704,6192
3,"ATXN7",0.857312880014039,22,16,1,17,707,6189
11,"HTR3B",0.857312880014039,24,10,1,17,707,6189
11,"TTC12",0.85732397258086,25,17,3,15,1700,5196
19,"CARD8",0.858139451025061,19,12,1,17,709,6187
2,"IL1F10",0.858373867893816,8,5,2,16,1234,5662
5,"RELL2",0.858373867893816,10,5,2,16,1234,5662
19,"ETFB",0.858373867893816,13,8,2,16,1234,5662
11,"OR51L1",0.858551038691332,18,13,1,17,710,6186
4,"SPON2",0.859370832930847,9,5,1,17,712,6184
22,"MOV10L1",0.859370832930847,36,23,1,17,712,6184
7,"NME8",0.860057182824061,26,12,2,16,1239,5657
12,"TAS2R13",0.860057182824061,6,2,2,16,1239,5657
9,"FKTN",0.860592115102531,14,8,1,17,715,6181
7,"C7orf57",0.861059051390467,11,8,2,16,1242,5654
17,"PFAS",0.861595479863008,37,26,3,15,1714,5182
3,"FBLN2",0.861803375542499,32,19,1,17,718,6178
17,"PYY",0.861803375542499,2,2,1,17,718,6178
1,"EXO1",0.862188745711696,39,27,5,13,2578,4318
7,"OR2A5",0.863004691688091,10,7,1,17,721,6175
20,"WFDC9",0.863004691688091,4,2,1,17,721,6175
1,"RYR2",0.863402933863416,41,22,1,17,722,6174
17,"PITPNM3",0.863402933863416,15,9,1,17,722,6174
15,"AAGAB",0.864196140415416,11,8,1,17,724,6172
15,"IGDCC3",0.864355009761801,24,13,2,16,1252,5644
15,"SCAPER",0.864591110438444,27,21,1,17,725,6171
9,"C9orf66",0.864880094731842,8,8,3,15,1725,5171
6,"LAMA2",0.864984995378992,93,50,1,17,726,6170
17,"RAP1GAP2",0.865377798043155,9,5,1,17,727,6169
13,"ARL11",0.865765071234452,9,4,3,15,1728,5168
9,"COL27A1",0.865841661745134,61,36,4,14,2170,4726
1,"CATSPER4",0.866160167732709,19,13,1,17,729,6167
16,"ZNF19",0.866549740336333,11,7,1,17,730,6166
3,"MFSD1",0.866622654685334,10,5,2,16,1259,5637
5,"COL23A1",0.866937866057369,14,9,3,15,1732,5164
10,"NCOA4",0.867264630222047,8,4,2,16,1261,5635
11,"RAG1",0.867325674956149,32,19,1,17,732,6164
14,"AK7",0.867325674956149,28,17,1,17,732,6164
8,"WRN",0.867812100431757,41,25,3,15,1735,5161
9,"COL15A1",0.86790398762362,86,50,2,16,1263,5633
11,"OR4X1",0.868540734691809,14,14,2,16,1265,5631
1,"OR10T2",0.869246911979594,22,14,1,17,737,6159
17,"CCT6B",0.869490738167241,11,7,5,13,2605,4291
4,"THAP9",0.869490977974942,18,8,2,16,1268,5628
2,"ORC4",0.870008024632517,11,6,1,17,739,6157
9,"ARHGEF39",0.870008024632517,13,8,1,17,739,6157
8,"PARP10",0.870121233314332,22,12,2,16,1270,5626
8,"SLCO5A1",0.870121233314332,23,16,2,16,1270,5626
15,"LDHAL6B",0.870387009983443,10,6,1,17,740,6156
6,"NUP153",0.870435391849523,39,27,2,16,1271,5625
17,"C17orf99",0.870435391849523,5,5,2,16,1271,5625
17,"TRPV3",0.87074890559227,23,16,2,16,1272,5624
11,"ME3",0.870764951635848,10,3,1,17,741,6155
19,"GPATCH1",0.870764951635848,33,16,1,17,741,6155
12,"CRACR2A",0.871141852295368,20,16,1,17,742,6154
1,"ABCA4",0.871517714661059,380,77,1,17,743,6153
11,"MUS81",0.871517714661059,14,8,1,17,743,6153
12,"OR6C70",0.871517714661059,13,10,1,17,743,6153
1,"PBXIP1",0.871685587789724,17,11,2,16,1275,5621
4,"NSUN7",0.871892541425419,20,12,1,17,744,6152
10,"MEIG1",0.871892541425419,5,3,1,17,744,6152
11,"IL10RA",0.871892541425419,22,17,1,17,744,6152
14,"SPTB",0.871892541425419,73,47,1,17,744,6152
4,"ZGRF1",0.871996532085009,44,32,2,16,1276,5620
8,"DOCK5",0.872266335274397,33,21,1,17,745,6151
6,"PI16",0.872925529257147,10,8,2,16,1279,5617
