"CHR","GENE","P","ORIG_SNP","NOHOM_SNP","X1","X2","X3","X4"
9,"KIF24",0.872925529257147,38,22,2,16,1279,5617
11,"OR52E2",0.872925529257147,18,11,2,16,1279,5617
1,"PLEKHA6",0.872939047455405,22,16,4,14,2196,4700
20,"NSFL1C",0.873233919645346,5,3,2,16,1280,5616
4,"RNF175",0.873381546090638,17,12,1,17,748,6148
5,"KIF4B",0.873751235007161,25,16,1,17,749,6147
8,"PLEC",0.874155278381534,108,72,2,16,1283,5613
5,"RAI14",0.874642323894181,20,12,3,15,1759,5137
6,"HLA-DQB1",0.874713573548492,6,6,5,13,2625,4271
7,"SCIN",0.87476635020683,25,15,2,16,1285,5611
21,"SYNJ1",0.874799918188321,23,13,4,14,2203,4693
1,"FGGY",0.875948049675655,25,13,1,17,755,6141
22,"NDUFA6",0.876672262876073,6,4,1,17,757,6139
19,"ICAM1",0.877185466615297,21,14,2,16,1293,5603
4,"KIAA0922",0.87739248172181,35,23,1,17,759,6137
1,"LMOD1",0.877751099747323,12,7,1,17,760,6136
5,"RHOBTB3",0.878082321369183,13,7,2,16,1296,5600
6,"MLIP",0.878082321369183,16,14,2,16,1296,5600
7,"SSPO",0.878465365919651,95,75,1,17,762,6134
20,"PLCB4",0.878821019213985,15,7,1,17,763,6133
15,"SLC27A2",0.879175689401651,11,8,1,17,764,6132
1,"NSL1",0.879529379040742,9,6,1,17,765,6131
17,"FBF1",0.879529379040742,25,15,1,17,765,6131
6,"GPRC6A",0.87956468048158,35,19,2,16,1301,5595
11,"OR8U1,OR8U8",0.879859301147471,20,10,2,16,1302,5594
1,"VWA5B1",0.880233826874373,26,22,1,17,767,6129
17,"ACOX1",0.880584590153947,16,12,1,17,768,6128
1,"CR1L",0.880652263692608,13,11,3,15,1781,5115
6,"DST",0.880739478138588,130,83,2,16,1305,5591
3,"EIF2B5",0.880934383055042,12,6,1,17,769,6127
6,"PNPLA1",0.881529178997221,19,12,4,14,2229,4667
17,"RNF43",0.881904484952404,20,17,2,16,1309,5587
5,"ZNF354C",0.881977964726888,16,12,1,17,772,6124
14,"ISM2",0.881977964726888,22,13,1,17,772,6124
6,"FRK",0.882194214029915,26,14,2,16,1310,5586
5,"HAVCR1",0.882323901322706,15,7,1,17,773,6123
22,"TRIOBP",0.882515130323573,94,51,3,15,1788,5108
1,"SPEN",0.882771851738569,66,47,2,16,1312,5584
7,"KDM7A",0.883012903595935,12,8,1,17,775,6121
21,"IFNAR2",0.883012903595935,18,11,1,17,775,6121
4,"SMARCAD1",0.883292324413963,14,11,4,14,2236,4660
9,"SVEP1",0.883292324413963,94,60,4,14,2236,4660
9,"LAMC3",0.883965933837727,68,45,5,13,2662,4234
16,"DRC7",0.884039267063068,29,21,1,17,778,6118
2,"TMEM185B",0.884379494152369,1,1,1,17,779,6117
18,"DSC3",0.884379494152369,31,19,1,17,779,6117
17,"BLMH",0.885057122036156,4,2,1,17,781,6115
19,"ZNF415",0.885135620400673,17,10,3,15,1798,5098
19,"PPAP2C",0.885341373328546,13,9,2,16,1321,5575
11,"OR6M1",0.885394527744465,14,7,1,17,782,6114
19,"FAM187B",0.885395051101063,22,19,3,15,1799,5097
11,"OVCH2",0.886170502452762,22,18,3,15,1802,5094
6,"CCDC170",0.887453485671325,40,20,3,15,1807,5089
3,"GNL3",0.887584799658856,19,11,2,16,1329,5567
20,"SALL4",0.888060297745206,20,8,1,17,790,6106
3,"SPCS1",0.888139746911088,2,2,2,16,1331,5565
6,"DDX43",0.888139746911088,13,6,2,16,1331,5565
8,"TNFRSF10A",0.888217638750674,27,14,3,15,1810,5086
1,"CEP104",0.88896776659186,38,18,2,16,1334,5562
3,"YEATS2",0.88896776659186,26,17,2,16,1334,5562
11,"IGHMBP2",0.888977582641573,38,26,3,15,1813,5083
2,"SCLY",0.889516856612855,12,10,2,16,1336,5560
11,"MYO7A",0.889712990257966,62,38,15,3,6178,718
17,"TEX14",0.88979052752695,38,22,2,16,1337,5559
22,"PRODH",0.88979052752695,15,9,2,16,1337,5559
5,"BDP1",0.889984319661747,72,47,3,15,1817,5079
3,"IMPG2",0.890021077177882,26,14,1,17,796,6100
9,"SH2D3C",0.890336125879021,14,8,2,16,1339,5557
12,"CLEC2D",0.890344703238172,9,7,1,17,797,6099
8,"HR",0.891630235495139,25,20,1,17,801,6095
11,"PCNXL3",0.891630235495139,24,17,1,17,801,6095
17,"BRCA1",0.891630235495139,65,36,1,17,801,6095
20,"NINL",0.891689995436303,53,29,2,16,1344,5552
4,"TLR10",0.892267651243479,36,23,1,17,803,6093
5,"PPIC",0.892267651243479,9,6,1,17,803,6093
1,"ADAMTS4",0.893029492813499,31,21,2,16,1349,5547
19,"CCDC9",0.893029492813499,8,5,2,16,1349,5547
1,"NGF",0.893295677945303,7,3,2,16,1350,5546
16,"PKD1L2",0.893838794625845,72,53,5,13,2704,4192
6,"SLC17A4",0.894090821498795,17,11,2,16,1353,5543
10,"C10orf54",0.894090821498795,13,11,2,16,1353,5543
3,"CEP63",0.894158720164849,25,13,1,17,809,6087
17,"SMG6",0.89460969218572,39,22,4,14,2283,4613
3,"KIAA2018",0.895401968353401,35,21,1,17,813,6083
11,"CDHR5",0.89601840789933,24,18,1,17,815,6081
1,"CD1E",0.896325339460139,14,6,1,17,816,6080
2,"NBAS",0.896325339460139,67,40,1,17,816,6080
11,"GDPD4",0.896325339460139,16,11,1,17,816,6080
17,"HAP1",0.896578575753694,22,15,6,12,3123,3773
11,"OR51D1",0.896936637416184,15,10,1,17,818,6078
9,"OR1N1",0.897220665706813,11,7,2,16,1365,5531
8,"WISP1",0.897241008298302,16,12,1,17,819,6077
15,"SPTBN5",0.897700055532186,74,51,7,11,3520,3376
1,"HLX",0.897847205046547,6,3,1,17,821,6075
3,"CD200R1",0.897990569737864,7,4,2,16,1368,5528
14,"PLEKHH1",0.898034914195013,32,25,4,14,2298,4598
16,"CD19",0.898149035366502,3,3,1,17,822,6074
19,"BIRC8",0.898246098116469,17,10,2,16,1369,5527
2,"FER1L5",0.898501074885072,15,13,2,16,1370,5526
16,"C16orf89",0.898750170991543,18,9,1,17,824,6072
2,"ACADL",0.899347954657691,10,8,1,17,826,6070
4,"KLB",0.899347954657691,21,13,1,17,826,6070
5,"CCDC125",0.899515484299257,19,9,2,16,1374,5522
10,"PLCE1",0.89964559500863,50,28,1,17,827,6069
1,"KIAA1614",0.899767716841685,26,20,2,16,1375,5521
17,"SLC13A2",0.89994240396194,14,8,1,17,828,6068
22,"SFI1",0.900345493515711,44,30,3,15,1860,5036
16,"ZNF23",0.900533536414648,15,8,1,17,830,6066
1,"NES",0.90082786427007,29,19,1,17,831,6065
18,"TSHZ1",0.90082786427007,23,16,1,17,831,6065
16,"CCDC79",0.901705920376095,4,4,1,17,834,6062
18,"SETBP1",0.901725603278764,24,15,3,15,1866,5030
17,"SLFN14",0.902260158871838,12,10,2,16,1385,5511
4,"N4BP2",0.902287206475956,43,23,1,17,836,6060
11,"C11orf21",0.902576630580519,3,3,1,17,837,6059
17,"OTOP2",0.902576630580519,14,10,1,17,837,6059
1,"FUCA1",0.903153051589061,10,7,1,17,839,6057
8,"CDCA2",0.903153051589061,34,23,1,17,839,6057
6,"CDSN",0.90324205036943,20,14,2,16,1389,5507
12,"KRT78",0.903729792721627,28,22,2,16,1391,5505
8,"TAF2",0.904011647012701,14,11,1,17,842,6054
17,"B4GALNT2",0.904215409164711,23,11,2,16,1393,5503
1,"AJAP1",0.904296244336663,11,6,1,17,843,6053
9,"DAPK1",0.904296244336663,15,12,1,17,843,6053
14,"MYH6",0.904296244336663,34,21,1,17,843,6053
17,"TRPV1",0.904662140208713,25,18,3,15,1879,5017
22,"MCHR1",0.904863049905762,14,9,1,17,845,6051
11,"NPAT",0.904939863609564,31,21,2,16,1396,5500
12,"TIMELESS",0.905420196979912,40,23,2,16,1398,5498
12,"LRCOL1",0.905898828752728,2,2,4,14,2334,4562
6,"COL11A2",0.905987163384302,32,24,1,17,849,6047
11,"MTCH2",0.905987163384302,8,4,1,17,849,6047
12,"SLCO1B7",0.905987163384302,22,17,1,17,849,6047
11,"CCDC179",0.906266225234415,1,1,1,17,850,6046
11,"LIPT2",0.906266225234415,2,2,1,17,850,6046
6,"DCDC2",0.906822003621603,11,4,1,17,852,6044
2,"C2orf73",0.907084868987761,16,11,2,16,1405,5491
2,"TANC1",0.907098724284004,40,27,1,17,853,6043
9,"PRUNE2",0.907555806441467,85,59,2,16,1407,5489
1,"CR1",0.908197864616581,26,22,1,17,857,6039
1,"DNTTIP2",0.908197864616581,15,7,1,17,857,6039
11,"GSTP1",0.908197864616581,8,5,1,17,857,6039
22,"HMGXB4",0.908197864616581,6,4,1,17,857,6039
15,"C15orf56",0.9087428179674,2,2,1,17,859,6037
7,"DENND2A",0.909014147547279,27,14,1,17,860,6036
15,"ANPEP",0.909030300260686,26,16,4,14,2349,4547
3,"ESYT3",0.909187847108018,40,25,2,16,1414,5482
15,"CHRNA5",0.909284715091331,13,8,1,17,861,6035
3,"AHSG",0.909554522614193,12,9,1,17,862,6034
1,"IBA57",0.909823572125504,7,5,1,17,863,6033
18,"TNFRSF11A",0.909893975566402,9,7,3,15,1903,4993
17,"SMYD4",0.910043155236254,33,17,6,12,3187,3709
7,"DNAJC30",0.910109184287654,7,5,2,16,1418,5478
7,"AOAH",0.910626192611881,21,13,1,17,866,6030
19,"GDF15",0.911157519498119,11,4,1,17,868,6028
6,"CCHCR1",0.911273662876237,34,23,4,14,2360,4536
3,"AMOTL2",0.911422062864377,20,13,1,17,869,6027
6,"C6orf118",0.911422062864377,18,11,1,17,869,6027
12,"GALNT4,POC1B-GALNT4",0.911475989924731,10,8,2,16,1424,5472
1,"DUSP27",0.911702028867186,45,21,2,16,1425,5471
14,"RIN3",0.912824725041928,32,26,2,16,1430,5466
3,"IL17RE",0.913047770719926,19,13,2,16,1431,5465
11,"SLC22A20",0.913230207247061,9,9,5,13,2796,4100
3,"PLSCR4",0.913253142090139,19,15,1,17,876,6020
12,"OR8S1",0.91349237553336,17,10,2,16,1433,5463
6,"AKAP7",0.913511787682715,19,7,1,17,877,6019
9,"ABCA1",0.913511787682715,53,24,1,17,877,6019
9,"FNBP1",0.913713936418671,6,6,2,16,1434,5462
12,"SLCO1C1",0.913935004121575,12,6,2,16,1435,5461
3,"PARP9",0.915468742149057,16,9,2,16,1442,5454
6,"ZSCAN31",0.915554889544725,16,13,1,17,885,6011
17,"CLEC10A",0.915554889544725,14,7,1,17,885,6011
3,"GFM1",0.915685895745171,22,14,2,16,1443,5453
1,"ROR1",0.915807048135998,14,9,1,17,886,6010
21,"CBR3",0.915807048135998,8,3,1,17,886,6010
16,"HS3ST6",0.915821938951318,12,10,4,14,2383,4513
3,"LXN",0.915902563984367,11,8,2,16,1444,5452
19,"CCDC155",0.916334447852248,13,10,2,16,1446,5450
8,"CNGB3",0.916808588875165,33,20,1,17,890,6006
20,"HELZ2",0.917097141768961,62,36,3,15,1938,4958
14,"COCH",0.917305129392928,11,6,1,17,892,6004
12,"LRRK2",0.917830879564182,48,26,2,16,1453,5443
5,"HSD17B4",0.918086050489977,22,11,3,15,1943,4953
2,"STON1,STON1-GTF2A1L",0.918119825862298,29,14,4,14,2395,4501
5,"ANKRD31",0.918534263371208,24,18,1,17,897,5999
22,"TUBGCP6",0.918674678458685,43,21,3,15,1946,4950
11,"C11orf97",0.918778010588515,3,3,1,17,898,5998
5,"DCANP1",0.919094931091162,13,7,2,16,1459,5437
17,"ATAD5",0.919263440171269,29,21,1,17,900,5996
11,"OR6Q1",0.919303950713855,18,9,2,16,1460,5436
6,"GJB7",0.919429561853589,13,8,6,12,3236,3660
1,"DNAH14",0.919810017282385,64,49,4,14,2404,4492
6,"SLC17A1",0.919928188398109,14,8,2,16,1463,5433
7,"SLC37A3",0.919928188398109,20,9,2,16,1463,5433
19,"DLL3",0.919928188398109,10,6,2,16,1463,5433
2,"SLC9A4",0.919986449838886,26,13,1,17,903,5993
17,"DNAH17",0.919996073930767,157,99,4,14,2405,4491
1,"KANK4",0.920465054369103,34,23,1,17,905,5991
17,"SPATA32",0.920753954245429,10,6,2,16,1467,5429
9,"CNTRL",0.920802984613116,70,34,3,15,1957,4939
1,"USH2A",0.921076983463655,194,108,8,10,4012,2884
6,"PERP",0.92136839496332,7,3,2,16,1470,5426
9,"DMRT2",0.92164976431442,21,12,1,17,910,5986
1,"SEC16B",0.921775709211745,43,27,2,16,1472,5424
1,"CACNA1E",0.921978674992061,16,11,2,16,1473,5423
4,"CCDC110",0.921978674992061,30,17,2,16,1473,5423
17,"MPRIP",0.921978674992061,4,4,2,16,1473,5423
17,"SERPINF1",0.922585511834143,13,7,1,17,914,5982
7,"NACAD",0.922817794012337,12,8,1,17,915,5981
12,"CASC1",0.923049417838242,22,10,1,17,916,5980
1,"FHAD1",0.923106301704633,26,22,4,14,2422,4474
12,"USP44",0.923386608656965,16,11,2,16,1480,5416
8,"RP1L1",0.924273505926245,94,60,6,12,3263,3633
12,"MON2",0.924425433451711,20,10,1,17,922,5974
7,"PKD1L1",0.924797682859084,115,68,6,12,3266,3630
2,"SP100",0.926667283074087,15,10,1,17,932,5964
2,"ATG16L1",0.92671383935907,7,4,2,16,1497,5399
11,"C11orf24",0.926911412560986,16,7,3,15,1990,4906
19,"ZNF665",0.927108049723897,16,8,1,17,934,5962
5,"PCDH12",0.927668061881552,39,28,2,16,1502,5394
19,"FAM129C",0.927668061881552,23,15,2,16,1502,5394
1,"PIGR",0.927857595691395,16,11,2,16,1503,5393
19,"C19orf45",0.928199045471695,15,12,1,17,939,5957
14,"TSHR",0.928631110413364,28,15,1,17,941,5955
15,"ACAN",0.928682713460381,62,49,3,15,2000,4896
3,"CD200",0.928985691918808,7,3,2,16,1509,5387
20,"GDF5",0.929060719009124,12,6,1,17,943,5953
14,"LRRC16B",0.929172197737691,22,14,2,16,1510,5386
6,"VARS2",0.929371119981584,35,18,4,14,2458,4438
16,"CDT1",0.929487884406571,13,7,1,17,945,5951
20,"MATN4",0.929912619687308,22,17,1,17,947,5949
12,"TAPBPL",0.930098302836794,22,18,2,16,1515,5381
1,"IGFN1",0.93087106924959,68,51,7,11,3692,3204
14,"KLHL33",0.931377008704087,11,8,2,16,1522,5374
15,"PEAK1",0.93158751898258,28,11,1,17,955,5941
6,"TSPYL4",0.931794203215261,14,10,1,17,956,5940
1,"PMF1,PMF1-BGLAP",0.932410723252586,8,8,1,17,959,5937
6,"FAM135A",0.932635147093281,23,14,2,16,1529,5367
19,"ZNF229",0.933224565988681,35,22,1,17,963,5933
14,"JDP2",0.933344953422872,3,1,2,16,1533,5363
17,"ABCA10",0.933451959678075,43,24,3,15,2028,4868
2,"DYNC2LI1",0.933628008153716,16,14,1,17,965,5931
8,"HHLA1",0.934029147455637,8,8,1,17,967,5929
11,"PDZD3",0.934397346655134,20,11,2,16,1539,5357
7,"PTPRZ1",0.93457131865952,48,30,2,16,1540,5356
17,"VTN",0.93457131865952,14,9,2,16,1540,5356
20,"APCDD1L",0.934824566910806,16,7,1,17,971,5925
2,"PASK",0.93561092261357,52,35,1,17,975,5921
8,"RSPO2",0.93561092261357,1,1,1,17,975,5921
1,"IL24",0.935948558194905,10,8,2,16,1548,5348
1,"TDRD10",0.936000731993282,10,6,1,17,977,5919
16,"ABAT",0.936194799854488,6,4,1,17,978,5918
4,"ALPK1",0.93638831183471,47,30,1,17,979,5917
1,"GORAB",0.936796326784117,9,6,2,16,1553,5343
3,"ZDHHC23",0.936964690696279,9,2,2,16,1554,5342
20,"LAMA5",0.936964690696279,119,87,2,16,1554,5342
3,"GOLGA4",0.9369655274589,61,29,1,17,982,5914
3,"VPS8",0.9369655274589,30,16,1,17,982,5914
20,"GINS1",0.93713265979129,3,3,2,16,1555,5341
6,"MUT",0.937480654253163,28,10,3,15,2053,4843
3,"ITIH3",0.937634205798048,30,18,2,16,1558,5338
3,"KLHL40",0.938854059232872,18,12,1,17,992,5904
1,"OR2B11",0.939036979672049,23,12,4,14,2519,4377
3,"OPA1",0.93944319680288,23,12,2,16,1569,5327
14,"GALNT16",0.940326276095256,17,10,1,17,1000,5896
2,"HS1BP3",0.940410297916527,15,13,2,16,1575,5321
14,"GSTZ1",0.940507931266959,12,5,1,17,1001,5895
10,"MMRN2",0.940570150593929,14,8,2,16,1576,5320
22,"FBXO7",0.940869675971881,23,11,1,17,1003,5893
1,"TNR",0.941521349173318,40,27,2,16,1582,5314
11,"P2RX3",0.941942486329071,9,7,1,17,1009,5887
19,"PGLYRP2",0.942119490943921,16,13,1,17,1010,5886
20,"SDCBP2",0.942303727706692,13,11,2,16,1587,5309
3,"NAALADL2",0.942335174573473,26,16,3,15,2085,4811
5,"TMEM171",0.942471972293237,18,8,1,17,1012,5884
1,"KLF17",0.94276870710079,13,9,2,16,1590,5306
4,"CWH43",0.94276870710079,16,7,2,16,1590,5306
20,"ZSWIM3",0.942996895292342,13,7,1,17,1015,5881
19,"NLRP8",0.943095787312415,46,32,4,14,2547,4349
1,"GBP4",0.943230374796841,16,10,2,16,1593,5303
11,"CEP57",0.943344327274918,13,8,1,17,1017,5879
2,"ARHGAP25",0.943517292354472,20,8,1,17,1018,5878
6,"RAET1E",0.94353632312192,14,12,2,16,1595,5301
6,"SENP6",0.944033200225869,22,13,1,17,1021,5875
19,"STXBP2",0.944033200225869,18,12,1,17,1021,5875
1,"WDR78",0.944213985384709,28,14,3,15,2098,4798
19,"ZNF264",0.944374662831506,17,12,1,17,1023,5873
1,"TMCO4",0.944445447102656,31,22,2,16,1601,5295
12,"MDM1",0.94459570352067,22,16,2,16,1602,5294
12,"KIAA1551",0.944745600640718,67,31,2,16,1603,5293
1,"LRP8",0.944922634108125,18,12,3,15,2103,4793
7,"HERPUD2",0.945219731617306,9,4,1,17,1028,5868
3,"MLF1",0.945387283840057,10,2,1,17,1029,5867
6,"CENPQ",0.945484032492563,7,5,3,15,2107,4789
3,"UTS2B",0.945554351972429,7,3,1,17,1030,5866
10,"PTF1A",0.945784880150462,5,3,2,16,1610,5286
12,"CAPRIN2",0.946370959341439,20,11,2,16,1614,5282
8,"TTI2",0.946382477241605,12,10,1,17,1035,5861
12,"CCDC65",0.946382477241605,20,13,1,17,1035,5861
22,"ISX",0.946395314263823,12,9,4,14,2571,4325
6,"HLA-C",0.94652929139763,9,7,4,14,2572,4324
14,"NRDE2",0.946710384539207,41,24,1,17,1037,5859
6,"HINT3",0.946806833151052,7,2,2,16,1617,5279
14,"TEP1",0.946866285501373,89,61,3,15,2117,4779
17,"KRT23",0.946873627064444,12,4,1,17,1038,5858
14,"SALL2",0.947521886401973,17,7,1,17,1042,5854
8,"MAK16",0.948162669923275,7,2,1,17,1046,5850
18,"SLC14A1",0.949218065214403,16,10,2,16,1634,5262
3,"CCDC50",0.949356837417149,13,9,2,16,1635,5261
2,"CIB4",0.949633373923978,8,5,2,16,1637,5259
16,"IL4R",0.949908571116551,29,19,2,16,1639,5257
3,"ANO10",0.950040973420848,20,10,1,17,1058,5838
20,"BPIFB3",0.950194562230144,24,18,1,17,1059,5837
11,"SLC22A18",0.950318867602034,14,9,2,16,1642,5254
6,"KCNK16",0.950454969330881,14,10,2,16,1643,5253
8,"SBSPON",0.95050040300355,11,7,1,17,1061,5835
19,"ADCK4",0.950726181199145,10,7,2,16,1645,5251
9,"RASEF",0.950996075446175,14,9,2,16,1647,5249
14,"SYNE3",0.95113053014478,33,18,2,16,1648,5248
19,"RFX1",0.95113053014478,13,10,2,16,1648,5248
20,"UQCC1",0.951854868411226,10,5,1,17,1070,5826
20,"FLRT3",0.951930406629849,11,6,2,16,1654,5242
17,"MTMR4",0.952003184750196,14,11,1,17,1071,5825
18,"FAM69C",0.952151069494204,8,5,1,17,1072,5824
9,"KDM4C",0.952225893575018,27,17,3,15,2158,4738
18,"SEH1L",0.952445548923299,7,5,1,17,1074,5822
19,"RGL3",0.952457181121016,19,11,2,16,1658,5238
9,"OR1B1",0.952738316120112,18,11,1,17,1076,5820
16,"CACNA1H",0.953237734209216,34,22,2,16,1664,5232
5,"SLC22A4",0.954034829825207,15,6,1,17,1085,5811
8,"SLC18A1",0.954513383216344,31,19,2,16,1674,5222
19,"TMEM150B",0.95488999808061,7,5,2,16,1677,5219
17,"MYH13",0.955019928074591,42,25,1,17,1092,5804
7,"CFAP69",0.955159017800525,25,15,1,17,1093,5803
15,"MGA",0.955159017800525,46,33,1,17,1093,5803
12,"TAS2R42",0.956392676370587,12,7,1,17,1102,5794
1,"SPATA21",0.956527753263605,18,7,1,17,1103,5793
7,"GTPBP10",0.956527753263605,12,9,1,17,1103,5793
17,"SKAP1",0.956527753263605,8,4,1,17,1103,5793
10,"AKR1C3",0.957197230954862,12,7,1,17,1108,5788
7,"TAS2R5",0.957449563427389,13,9,2,16,1698,5198
6,"TBC1D32",0.95759423108824,40,29,1,17,1111,5785
3,"SLC51A",0.957686453702806,13,6,2,16,1700,5196
3,"CLSTN2",0.957725789833572,20,11,1,17,1112,5784
19,"ZNF132",0.957922168685525,20,10,2,16,1702,5194
13,"DIS3",0.95827354831591,34,17,2,16,1705,5191
21,"KRTAP12-2",0.958506346701658,5,5,2,16,1707,5189
3,"KCNMB3",0.958635965388547,9,5,1,17,1119,5777
14,"PPP1R36",0.958968474294987,23,16,2,16,1711,5185
13,"USPL1",0.959401354070421,34,21,1,17,1125,5771
1,"OR13G1",0.959666581541901,14,10,3,15,2222,4674
7,"TAS2R4",0.960327454401338,14,8,2,16,1723,5173
6,"HLA-DRA",0.960401082413387,5,3,1,17,1133,5763
12,"C12orf54",0.960438869614866,8,6,2,16,1724,5172
5,"NIPAL4",0.9606608629794,12,6,2,16,1726,5170
1,"TTF2",0.961377528520469,45,28,1,17,1141,5755
10,"GPR158",0.962183942451326,35,17,2,16,1740,5156
16,"CCDC78",0.962183942451326,13,5,2,16,1740,5156
18,"MEP1B",0.962213222141807,27,14,1,17,1148,5748
19,"ZNF880",0.963147383123473,21,8,1,17,1156,5740
19,"ANKLE1",0.963343469669847,34,21,2,16,1751,5145
11,"NLRX1",0.963550845554857,31,21,2,16,1753,5143
6,"SMPD2",0.964284426665786,13,8,1,17,1166,5730
2,"PPIG",0.964572077044084,13,6,2,16,1763,5133
11,"PRDM10",0.964840444479389,19,8,1,17,1171,5725
22,"RGL4",0.964873415938161,29,14,2,16,1766,5130
5,"ADAMTS2",0.964950662521773,22,16,1,17,1172,5724
1,"ERICH3",0.964973351514513,62,34,2,16,1767,5129
8,"NRG1",0.9653882800481,30,17,1,17,1176,5720
5,"POC5",0.965928046795646,15,10,1,17,1181,5715
17,"RSAD1",0.965928046795646,13,6,1,17,1181,5715
22,"TMPRSS6",0.966180031155218,30,18,3,15,2287,4609
2,"IL1RL1",0.966879649920374,25,18,1,17,1190,5706
20,"BPIFB6",0.96757723810823,21,14,2,16,1794,5102
5,"GRM6",0.968008642787786,37,26,1,17,1201,5695
11,"OR56A3",0.968609036802271,5,3,1,17,1207,5689
16,"PMFBP1",0.968905227753764,33,19,1,17,1210,5686
3,"FYCO1",0.969066637341595,64,43,4,14,2781,4115
3,"SUSD5",0.969101219878624,21,13,1,17,1212,5684
17,"MYH4",0.969393021747373,48,20,1,17,1215,5681
14,"STON2",0.969586108311146,29,20,1,17,1217,5679
1,"ARHGEF11",0.970136745758126,33,17,3,15,2332,4564
6,"C6orf222",0.970440849218445,23,14,1,17,1226,5670
8,"FAM160B2",0.971089909035671,20,16,1,17,1233,5663
10,"SFTPD",0.971121321202921,13,8,3,15,2344,4552
4,"HTT",0.971545256655326,40,25,1,17,1238,5658
17,"SPECC1",0.97172549210734,19,14,1,17,1240,5656
6,"MLN",0.971815204982727,4,4,1,17,1241,5655
1,"CNR2",0.97208273332804,13,8,1,17,1244,5652
11,"ACCS",0.972347862120117,16,10,1,17,1247,5649
9,"DOCK8",0.972390059467848,56,42,3,15,2360,4536
11,"OR51B2",0.972610611626049,13,9,1,17,1250,5646
20,"CST5",0.972697669544243,11,7,1,17,1251,5645
19,"DENND1C",0.973129053046197,29,15,1,17,1256,5640
13,"UGGT2",0.973214553672884,40,28,1,17,1257,5639
2,"MFSD6",0.973299797313954,12,4,1,17,1258,5638
12,"TAS2R20",0.973299797313954,14,10,1,17,1258,5638
9,"FOCAD",0.973833348851989,59,37,3,15,2379,4517
6,"PRRC2A",0.975741146252209,87,44,1,17,1288,5608
9,"CARD9",0.975818774584202,7,4,1,17,1289,5607
17,"KRT24",0.976203409794511,23,16,1,17,1294,5602
1,"FMO3",0.976732201420498,23,14,1,17,1301,5595
19,"HMHA1",0.976955412033997,17,10,1,17,1304,5592
22,"CLDN5",0.977029365070793,4,2,1,17,1305,5591
15,"BNIP2",0.977395780322921,10,7,1,17,1310,5586
2,"GPR1",0.978112114162338,14,8,1,17,1320,5576
19,"ELSPBP1",0.979079035759937,9,5,1,17,1334,5562
8,"ADCK5",0.979213828199909,5,3,1,17,1336,5560
9,"C5",0.97981030809184,27,11,1,17,1345,5551
19,"P2RY11,PPAN-P2RY11",0.97981030809184,18,13,1,17,1345,5551
1,"OR6K3",0.980326906572675,16,8,1,17,1353,5543
5,"RARS",0.981201043255863,15,7,1,17,1367,5529
16,"TMEM8A",0.981322883325311,18,16,1,17,1369,5527
7,"NOM1",0.981383523314515,31,15,1,17,1370,5526
21,"SLC19A1",0.981504245893814,11,6,1,17,1372,5524
1,"PLA2G2C",0.98221319773159,3,3,1,17,1384,5512
7,"PTPN12",0.982952232657894,13,11,1,17,1397,5499
13,"ATP7B",0.98327894169999,65,36,4,14,2996,3900
11,"MS4A15",0.983396798674406,10,7,3,15,2535,4361
20,"DDX27",0.983822024716567,16,10,1,17,1413,5483
6,"GLO1",0.983874970817495,5,2,1,17,1414,5482
9,"SNAPC4",0.984085123164631,30,20,1,17,1418,5478
6,"AK9",0.984599244658318,38,22,1,17,1428,5468
12,"OAS3",0.984900145569577,31,22,1,17,1434,5462
19,"ZFR2",0.985048505521871,24,15,1,17,1437,5459
18,"LAMA1",0.985079590320266,92,58,2,16,2054,4842
12,"MMP17",0.985217718763857,18,14,2,16,2057,4839
18,"ALPK2",0.985578164089413,68,45,4,14,3045,3851
6,"CRISP3",0.98562516859123,10,5,2,16,2066,4830
19,"ZNF470",0.98572283264136,24,14,1,17,1451,5445
19,"KIAA1683",0.986636494554557,58,43,1,17,1471,5425
22,"COMT",0.986636494554557,9,7,1,17,1471,5425
19,"IZUMO1",0.986680695785358,8,6,1,17,1472,5424
1,"CHIA",0.986768684342767,25,15,1,17,1474,5422
3,"TDGF1",0.986986260172294,3,3,1,17,1479,5417
1,"INADL",0.986992642355979,57,31,2,16,2098,4798
1,"NCF2",0.987072340714763,16,13,1,17,1481,5415
11,"OR56B4",0.987115179055546,11,6,1,17,1482,5414
16,"TLDC1",0.98741131492471,39,30,1,17,1489,5407
19,"ZNF805",0.987863718182413,4,4,1,17,1500,5396
11,"LRP4",0.988339718817481,39,25,1,17,1512,5384
1,"TNN",0.988532801092605,36,21,1,17,1517,5379
2,"THAP4",0.988909943000779,12,8,1,17,1527,5369
2,"ATP6V1B1",0.989166938659476,14,9,1,17,1534,5362
11,"OR4C16",0.989276744579243,23,18,2,16,2159,4737
12,"A2ML1",0.989453758591877,58,39,1,17,1542,5354
17,"LLGL2",0.989664150591502,47,27,1,17,1548,5348
14,"UNC79",0.990139754174983,34,19,1,17,1562,5334
17,"SPHK1",0.990304545667811,8,8,1,17,1567,5329
14,"SAMD15",0.990466733632699,19,16,1,17,1572,5324
2,"ETAA1",0.990538872917441,22,12,2,16,2198,4698
7,"PRSS37",0.991239957973764,10,5,1,17,1597,5299
11,"ANKK1",0.99144560641831,40,30,1,17,1604,5292
